page,line,text,zh-CN,en,es,es-ES,pt-BR,pt-PT,ja,ru,de,fr,ko,pl,it,nl,tr,th,id,vi,sv,cs
docs/intro.md,27,支援頭像、徽章、平台圖示顯示，以及完整 CSS 客製化與 Steam Workshop 主題分享。,支持头像、徽章、平台图标显示，以及完整 CSS 自定义与 Steam Workshop 主题分享。,"Supports avatars, badges, platform icons, full CSS customization, and Steam Workshop theme sharing.","Compatible con avatares, insignias, iconos de plataforma, personalización CSS y temas de Steam Workshop.","Compatible con avatares, insignias, iconos de plataforma, personalización CSS y temas de Steam Workshop.","Suporte a avatares, emblemas, ícones de plataforma, personalização CSS e compartilhamento de temas do Steam Workshop.","Suporte para avatares, emblemas, ícones de plataforma, personalização CSS e partilha de temas do Steam Workshop.",アバター、バッジ、プラットフォームアイコン表示に対応し、CSS カスタマイズや Steam Workshop テーマ共有も利用できます。,"Поддерживаются аватары, значки, иконки платформ, настройка CSS и темы Steam Workshop.","Unterstützt Avatare, Abzeichen, Plattformsymbole, vollständige CSS-Anpassungen und Steam-Workshop-Themes.","Prend en charge les avatars, les badges, les icônes de plateforme, la personnalisation CSS complète et le partage de thèmes Steam Workshop.","아바타, 배지, 플랫폼 아이콘 표시를 지원하며, CSS 커스터마이징과 Steam Workshop 테마 공유도 지원합니다.","Obsługa awatarów, odznak, ikon platform, personalizacji CSS i motywów Steam Workshop.","Supporta avatar, badge, icone delle piattaforme, personalizzazione CSS e condivisione dei temi di Steam Workshop.","Ondersteunt avatars, badges, platformpictogrammen, CSS-aanpassing en Steam Workshop-thema's.","Avatarlar, rozetler, platform simgeleri, CSS özelleştirmesi ve Steam Workshop temaları desteklenir.",รองรับรูปโปรไฟล์ ป้าย ไอคอนแพลตฟอร์ม การปรับแต่ง CSS แบบเต็มรูปแบบ และการแชร์ธีมผ่าน Steam Workshop,"Mendukung avatar, lencana, ikon platform, kustomisasi CSS, dan berbagi tema Steam Workshop.","Hỗ trợ ảnh đại diện, huy hiệu, biểu tượng nền tảng, tùy chỉnh CSS và chia sẻ giao diện Steam Workshop.","Stöd för avatarer, märken, plattformsikoner, CSS-anpassning och Steam Workshop-teman.","Podpora avatarů, odznaků, ikon platforem, úprav CSS a motivů Steam Workshop."
docs/intro.md,29,## 🎙️ 語音翻譯字幕,## 🎙️ 语音翻译字幕,## 🎙️ Translation Subtitles,## 🎙️ Subtítulos traducidos,## 🎙️ Subtítulos traducidos,## 🎙️ Legendas traduzidas,## 🎙️ Legendas traduzidas,## 🎙️ 翻訳字幕,## 🎙️ Переводимые субтитры,## 🎙️ Übersetzungsuntertitel,## 🎙️ Sous-titres traduits,## 🎙️ 번역 자막,## 🎙️ Tłumaczone napisy,## 🎙️ Sottotitoli tradotti,## 🎙️ Vertaalde ondertitels,## 🎙️ Çevrilmiş altyazılar,## 🎙️ ซับไตเติลแปลภาษา,## 🎙️ Subtitle Terjemahan,## 🎙️ Phụ Đề Dịch,## 🎙️ Översatta undertexter,## 🎙️ Přeložené titulky
docs/intro.md,31,按住快捷鍵開始錄音。,按住快捷键开始录音。,Hold a hotkey to start recording.,Mantén presionada una tecla rápida para comenzar a grabar.,Mantened pulsada una tecla rápida para comenzar la grabación.,Mantenha uma tecla de atalho pressionada para iniciar a gravação.,Mantenha uma tecla de atalho premida para iniciar a gravação.,ホットキーを押して録音を開始します。,Удерживайте горячую клавишу для начала записи.,Starte die Aufnahme per Hotkey.,Maintenez une touche de raccourci pour démarrer l'enregistrement.,단축키를 눌러 녹음을 시작합니다.,"Przytrzymaj skrót klawiszowy, aby rozpocząć nagrywanie.",Tieni premuto un tasto rapido per iniziare la registrazione.,Houd een sneltoets ingedrukt om de opname te starten.,Kayda başlamak için bir kısayol tuşuna basılı tutun.,กดปุ่มลัดค้างไว้เพื่อเริ่มบันทึกเสียง,Tahan tombol pintas untuk memulai perekaman.,Giữ phím tắt để bắt đầu ghi âm.,Håll ned en snabbtangent för att starta inspelningen.,Podržením klávesové zkratky spusťte nahrávání.
docs/intro.md,33,自動將發言翻譯成指定語言並顯示於直播畫面，讓不同語言的觀眾也能輕鬆理解你的內容。,自动将发言翻译成指定语言并显示在直播画面中，让不同语言的观众也能轻松理解你的内容。,"Automatically translate your speech into the target language and display it on your stream, making your content easier to understand for viewers who speak different languages.",Traduce automáticamente tu voz al idioma seleccionado y muestra los subtítulos durante la transmisión.,Traducid automáticamente vuestra voz al idioma seleccionado y mostrad los subtítulos durante la transmisión.,Traduza automaticamente sua fala para o idioma desejado e exiba as legendas durante a transmissão.,Traduza automaticamente a sua voz para o idioma selecionado e apresente as legendas durante a transmissão.,発言を指定した言語に翻訳し、配信画面に表示することで、異なる言語の視聴者にも内容を伝えられます。,Ваша речь автоматически переводится на выбранный язык и отображается во время трансляции.,"Deine Sprache wird automatisch in die gewünschte Sprache übersetzt und im Stream angezeigt, damit Zuschauer anderer Sprachen deine Inhalte leichter verstehen können.",Traduisez automatiquement vos paroles dans la langue cible et affichez-les directement pendant le stream.,"발언 내용을 지정한 언어로 번역하여 방송 화면에 표시하므로, 다른 언어를 사용하는 시청자도 쉽게 내용을 이해할 수 있습니다.",Twoja mowa zostanie automatycznie przetłumaczona na wybrany język i wyświetlona podczas transmisji.,La tua voce verrà tradotta automaticamente nella lingua selezionata e mostrata durante la diretta.,Je spraak wordt automatisch vertaald naar de gekozen taal en tijdens de stream weergegeven.,Konuşmanız seçilen dile çevrilir ve yayın sırasında görüntülenir.,ระบบจะแปลคำพูดของคุณเป็นภาษาที่กำหนดและแสดงบนหน้าจอระหว่างการถ่ายทอดสด ทำให้ผู้ชมที่ใช้ภาษาแตกต่างกันสามารถเข้าใจเนื้อหาได้ง่ายขึ้น,Ucapan Anda akan diterjemahkan ke bahasa yang dipilih dan ditampilkan selama siaran.,Lời nói của bạn sẽ được dịch sang ngôn ngữ đã chọn và hiển thị trong khi phát trực tiếp.,Ditt tal översätts automatiskt till det valda språket och visas under sändningen.,Vaše řeč bude přeložena do zvoleného jazyka a zobrazena během vysílání.
docs/intro.md,35,## 🎨 Steam Workshop 主題,## 🎨 Steam Workshop 主题,## 🎨 Steam Workshop Themes,## 🎨 Temas de Steam Workshop,## 🎨 Temas de Steam Workshop,## 🎨 Temas do Steam Workshop,## 🎨 Temas do Steam Workshop,## 🎨 Steam Workshop テーマ,## 🎨 Темы Steam Workshop,## 🎨 Steam-Workshop-Themes,## 🎨 Thèmes Steam Workshop,## 🎨 Steam Workshop 테마,## 🎨 Motywy Steam Workshop,## 🎨 Temi Steam Workshop,## 🎨 Steam Workshop-thema's,## 🎨 Steam Workshop temaları,## 🎨 ธีม Steam Workshop,## 🎨 Tema Steam Workshop,## 🎨 Giao Diện Steam Workshop,## 🎨 Steam Workshop-teman,## 🎨 Motivy Steam Workshop
docs/intro.md,37,下載社群製作的主題，或打造屬於自己的 Overlay 風格。,下载社区制作的主题，或打造属于自己的 Overlay 风格。,Download community-created themes or create your own overlay style.,Descarga temas creados por la comunidad o crea tu propio estilo Overlay.,Descargad temas creados por la comunidad o cread vuestro propio estilo Overlay.,Baixe temas criados pela comunidade ou crie seu próprio estilo de Overlay.,Descarregue temas criados pela comunidade ou crie o seu próprio estilo de Overlay.,コミュニティが作成したテーマをダウンロードしたり、自分だけの Overlay スタイルを作成できます。,Загружайте темы сообщества или создавайте собственный стиль Overlay.,Lade von der Community erstellte Themes herunter oder erstelle deinen eigenen Overlay-Stil.,Téléchargez des thèmes créés par la communauté ou créez votre propre style Overlay.,커뮤니티가 제작한 테마를 다운로드하거나 자신만의 Overlay 스타일을 만들 수 있습니다.,Pobieraj motywy stworzone przez społeczność lub twórz własny styl Overlay.,Scarica temi creati dalla community o crea il tuo stile Overlay.,Download door de community gemaakte thema's of maak je eigen Overlay-stijl.,Topluluk tarafından oluşturulan temaları indirin veya kendi Overlay stilinizi oluşturun.,ดาวน์โหลดธีมที่สร้างโดยชุมชน หรือสร้างสไตล์ Overlay ของคุณเอง,Unduh tema yang dibuat komunitas atau buat gaya Overlay Anda sendiri.,Tải xuống giao diện do cộng đồng tạo hoặc xây dựng phong cách Overlay của riêng bạn.,Ladda ner teman skapade av communityn eller skapa din egen Overlay-stil.,Stahujte motivy vytvořené komunitou nebo si vytvořte vlastní styl Overlay.
docs/intro.md,39,從聊天室到目標條、贊助通知與計時器，都能自由調整外觀與動畫效果，讓你的直播畫面不再和別人一模一樣。,从聊天室到目标条、赞助通知与计时器，都能自由调整外观与动画效果，让你的直播画面不再千篇一律。,"From chat overlays to goal bars, donation alerts, and timers, you can freely customize appearances and animations to make your stream truly unique.","Personaliza libremente la apariencia y las animaciones del chat, las barras de objetivos, las alertas de donaciones y los temporizadores.","Personalizad libremente la apariencia y las animaciones del chat, las barras de objetivos, las alertas de donaciones y los temporizadores.","Personalize a aparência e as animações do chat, das barras de metas, dos alertas de doações e dos temporizadores.","Personalize livremente a aparência e as animações do chat, das barras de objetivos, dos alertas de donativos e dos temporizadores.",チャット、目標バー、支援通知、タイマーまで自由に外観やアニメーションを調整でき、配信画面を個性的に演出できます。,"Настраивайте внешний вид и анимацию чата, полос целей, уведомлений о донатах и таймеров.","Von Chatfenstern über Zielleisten, Spendenbenachrichtigungen bis hin zu Timern lassen sich Erscheinungsbild und Animationen frei anpassen.","Personnalisez librement l'apparence et les animations des chats, barres d'objectif, alertes de dons et minuteurs.","채팅, 목표 바, 후원 알림, 타이머의 외형과 애니메이션을 자유롭게 조정하여 자신만의 방송 화면을 만들 수 있습니다.","Dostosuj wygląd i animacje czatu, pasków celów, powiadomień o wsparciu i timerów.","Personalizza l'aspetto e le animazioni di chat, barre obiettivo, avvisi di donazione e timer.","Pas uiterlijk en animaties van chats, doelbalken, donatiemeldingen en timers aan.","Sohbetleri, hedef çubuklarını, bağış bildirimlerini ve zamanlayıcıları özgürce özelleştirin.",ตั้งแต่แชต แถบเป้าหมาย การแจ้งเตือนการสนับสนุน ไปจนถึงตัวจับเวลา คุณสามารถปรับแต่งรูปลักษณ์และแอนิเมชันได้อย่างอิสระ เพื่อให้หน้าสตรีมของคุณมีเอกลักษณ์ไม่เหมือนใคร,"Sesuaikan tampilan dan animasi chat, goal bar, notifikasi donasi, dan timer.","Tùy chỉnh giao diện và hiệu ứng của khung chat, thanh mục tiêu, thông báo quyên góp và bộ đếm thời gian.","Anpassa utseende och animationer för chatt, målfält, donationsaviseringar och timers.","Přizpůsobte vzhled a animace chatu, ukazatelů cílů, upozornění na dary a časovačů."
docs/intro.md,41,支援 Steam Workshop 分享與下載。,支持 Steam Workshop 分享与下载。,Supports Steam Workshop sharing and downloads.,Compatible con compartir y descargar desde Steam Workshop.,Compatible con compartir y descargar desde Steam Workshop.,Suporte para compartilhamento e download pelo Steam Workshop.,Suporte para partilha e transferência através do Steam Workshop.,Steam Workshop での共有とダウンロードに対応。,Поддерживается публикация и загрузка через Steam Workshop.,Unterstützt das Teilen und Herunterladen über Steam Workshop.,Prise en charge du partage et du téléchargement via Steam Workshop.,Steam Workshop 공유 및 다운로드를 지원합니다.,Obsługa udostępniania i pobierania przez Steam Workshop.,Supporta la condivisione e il download tramite Steam Workshop.,Ondersteunt delen en downloaden via Steam Workshop.,Steam Workshop üzerinden paylaşım ve indirme desteklenir.,รองรับการแชร์และดาวน์โหลดผ่าน Steam Workshop,Mendukung berbagi dan unduhan melalui Steam Workshop.,Hỗ trợ chia sẻ và tải xuống qua Steam Workshop.,Stöd för delning och nedladdning via Steam Workshop.,Podpora sdílení a stahování prostřednictvím Steam Workshop.
docs/intro.md,43,## 🎮 常用直播工具一次整合,## 🎮 常用直播工具一次整合,## 🎮 All Your Streaming Tools in One Place,## 🎮 Todas tus herramientas de streaming en un solo lugar,## 🎮 Todas vuestras herramientas de streaming en un solo lugar,## 🎮 Todas as ferramentas de streaming em um só lugar,## 🎮 Todas as ferramentas de streaming num só lugar,## 🎮 配信ツールをひとつに統合,## 🎮 Все инструменты для стриминга в одном месте,## 🎮 Alle Streaming-Tools an einem Ort,## 🎮 Tous vos outils de streaming réunis,## 🎮 다양한 스트리밍 도구 통합,## 🎮 Wszystkie narzędzia streamingowe w jednym miejscu,## 🎮 Tutti gli strumenti per lo streaming in un unico posto,## 🎮 Alle streamingtools op één plek,## 🎮 Tüm yayın araçları tek bir yerde,## 🎮 รวมเครื่องมือสตรีมยอดนิยมไว้ในที่เดียว,## 🎮 Semua Alat Streaming dalam Satu Tempat,## 🎮 Tất Cả Công Cụ Phát Trực Tuyến Trong Một Ứng Dụng,## 🎮 Alla streamingverktyg på ett ställe,## 🎮 Všechny streamovací nástroje na jednom místě
docs/intro.md,45,內建多種直播常用功能：,内置多种直播常用功能：,Built-in streaming tools include:,Funciones incluidas:,Funciones incluidas:,Recursos incluídos:,Funcionalidades incluídas:,搭載機能：,Доступные функции:,Enthaltene Funktionen:,Fonctions intégrées :,다양한 스트리밍 기능을 기본 제공합니다:,Dostępne funkcje:,Funzioni incluse:,Inbegrepen functies:,Dahil olan özellikler:,ฟังก์ชันที่มี:,Fitur yang tersedia:,Các tính năng bao gồm:,Funktioner:,Dostupné funkce:
docs/intro.md,47,- 轉盤,- 转盘,- Spin Wheel,- Ruleta,- Ruleta,- Roleta,- Roleta,- ルーレット,- Колесо удачи,- Glücksrad,- Roue,- 룰렛,- Koło fortuny,- Ruota,- Draairad,- Çark,- วงล้อสุ่ม,- Spin Wheel,- Vòng quay,- Snurrhjul,- Kolo štěstí
docs/intro.md,48,- 即時投票 / 抽獎,- 实时投票 / 抽奖,- Live Polls / Giveaways,- Encuestas en vivo / Sorteos,- Encuestas en directo / Sorteos,- Enquetes ao vivo / Sorteios,- Sondagens em direto / Sorteios,- リアルタイム投票 / 抽選,- Опросы / Розыгрыши,- Live-Umfragen / Verlosungen,- Sondages en direct / Tirages au sort,- 실시간 투표 / 추첨,- Ankiety / Losowania,- Sondaggi live / Estrazioni,- Live peilingen / Weggeefacties,- Canlı anketler / Çekilişler,- โพลสด / การจับรางวัล,- Polling Langsung / Giveaway,- Bình chọn trực tiếp / Quay thưởng,- Liveomröstningar / Utlottningar,- Živá hlasování / Losování
docs/intro.md,49,- Twitch 目標條,- Twitch 目标条,- Twitch Goal Bar,- Barra de objetivos de Twitch,- Barra de objetivos de Twitch,- Barra de metas do Twitch,- Barra de objetivos do Twitch,- Twitch 目標バー,- Полоса целей Twitch,- Twitch-Zielleiste,- Barre d'objectif Twitch,- Twitch 목표 바,- Pasek celu Twitch,- Barra obiettivo Twitch,- Twitch-doelbalk,- Twitch hedef çubuğu,- แถบเป้าหมาย Twitch,- Bilah Target Twitch,- Thanh mục tiêu Twitch,- Twitch-målfält,- Ukazatel cíle Twitch
docs/intro.md,50,- 贊助條 / 贊助通知 / 贊助紀錄板,- 赞助条 / 赞助通知 / 赞助记录板,- Donation Goal Bar / Donation Alerts / Donation Board,- Barra de donaciones / Alertas de donaciones / Panel de donaciones,- Barra de donaciones / Alertas de donaciones / Panel de donaciones,- Barra de doações / Alertas de doações / Painel de doações,- Barra de donativos / Alertas de donativos / Painel de donativos,- 支援目標バー / 支援通知 / 支援履歴ボード,- Полоса донатов / Уведомления о донатах / Панель донатов,- Spendenleiste / Spendenbenachrichtigungen / Spendenübersicht,- Barre de dons / Alertes de dons / Tableau des dons,- 후원 바 / 후원 알림 / 후원 기록판,- Pasek wsparcia / Powiadomienia o wsparciu / Tablica wsparcia,- Barra donazioni / Avvisi di donazione / Bacheca donazioni,- Donatiebalk / Donatiemeldingen / Donatiebord,- Bağış çubuğu / Bağış bildirimleri / Bağış panosu,- แถบเป้าหมายการสนับสนุน / การแจ้งเตือนการสนับสนุน / กระดานการสนับสนุน,- Bilah Target Donasi / Notifikasi Donasi / Papan Donasi,- Thanh mục tiêu quyên góp / Thông báo quyên góp / Bảng quyên góp,- Donationsmålfält / Donationsaviseringar / Donationspanel,- Ukazatel cíle darů / Upozornění na dary / Přehled darů
docs/intro.md,51,- 計時器,- 计时器,- Timer,- Temporizador,- Temporizador,- Temporizador,- Temporizador,- タイマー,- Таймер,- Timer,- Minuteur,- 타이머,- Timer,- Timer,- Timer,- Zamanlayıcı,- ตัวจับเวลา,- Timer,- Bộ đếm thời gian,- Timer,- Časovač
docs/intro.md,52,- 時鐘,- 时钟,- Clock,- Reloj,- Reloj,- Relógio,- Relógio,- 時計,- Часы,- Uhr,- Horloge,- 시계,- Zegar,- Orologio,- Klok,- Saat,- นาฬิกา,- Jam,- Đồng hồ,- Klocka,- Hodiny
docs/intro.md,53,- 點歌,- 点歌,- Song Requests,- Solicitudes de canciones,- Solicitudes de canciones,- Pedidos de música,- Pedidos de música,- リクエスト曲,- Заказ музыки,- Musikwünsche,- Demandes musicales,- 노래 신청,- Zamawianie utworów,- Richieste musicali,- Muziekverzoeken,- Şarkı istekleri,- ขอเพลง,- Permintaan Lagu,- Yêu cầu bài hát,- Låtönskningar,- Hudební přání
docs/intro.md,54,- 實況效果板（圖片 / 影片 / 音效）,- 实况效果板（图片 / 视频 / 音效）,- Media Board (Images / Videos / Sounds),- Media Board (Imágenes / Vídeos / Sonidos),- Media Board (Imágenes / Vídeos / Sonidos),- Media Board (Imagens / Vídeos / Sons),- Media Board (Imagens / Vídeos / Sons),- メディアボード（画像 / 動画 / 効果音）,- Media Board (Изображения / Видео / Звуки),- Media Board (Bilder / Videos / Sounds),- Media Board (Images / Vidéos / Sons),- 미디어 보드 (이미지 / 영상 / 사운드),- Media Board (Obrazy / Filmy / Dźwięki),- Media Board (Immagini / Video / Suoni),- Media Board (Afbeeldingen / Video's / Geluiden),- Media Board (Görseller / Videolar / Sesler),- Media Board (รูปภาพ / วิดีโอ / เสียง),- Media Board (Gambar / Video / Suara),- Media Board (Hình ảnh / Video / Âm thanh),- Media Board (Bilder / Videor / Ljud),- Media Board (Obrázky / Videa / Zvuky)
docs/intro.md,55,- 表情符號牆,- 表情墙,- Emote Wall,- Muro de emotes,- Muro de emotes,- Parede de emotes,- Parede de emotes,- エモートウォール,- Стена эмоций,- Emote-Wall,- Mur d'emotes,- 이모트 월,- Ściana emotek,- Parete delle emote,- Emote-muur,- Emoji duvarı,- กำแพงอิโมจิ,- Dinding Emote,- Tường biểu cảm,- Emote-vägg,- Stěna emotikonů
docs/intro.md,56,- 精華標記,- 精彩标记,- Highlight Marker,- Marcador de momentos destacados,- Marcador de momentos destacados,- Marcador de destaques,- Marcador de destaques,- ハイライトマーカー,- Метка лучших моментов,- Highlight-Markierungen,- Marqueur de temps fort,- 하이라이트 마커,- Znacznik najlepszych momentów,- Marcatore dei momenti salienti,- Hoogtepuntmarkering,- Öne çıkan an işaretleyicisi,- ตัวทำเครื่องหมายไฮไลต์,- Penanda Sorotan,- Đánh dấu khoảnh khắc nổi bật,- Höjdpunktsmarkör,- Značka nejlepších okamžiků
docs/intro.md,58,不再需要安裝多個插件或開啟多個網頁工具。,无需再安装多个插件或打开多个网页工具。,No more installing multiple plugins or opening several web-based tools.,No necesitas instalar múltiples complementos ni utilizar varias herramientas web.,Ya no necesitáis instalar múltiples complementos ni utilizar diferentes herramientas web.,Não é mais necessário instalar vários plugins ou utilizar diversas ferramentas online.,Já não é necessário instalar vários plugins ou utilizar diversas ferramentas online.,複数のプラグインやウェブツールを導入する必要はありません。,Больше не нужно устанавливать множество плагинов и использовать разные веб-инструменты.,"Es ist nicht mehr nötig, mehrere Plugins zu installieren oder verschiedene Webtools zu öffnen.",Plus besoin d'installer plusieurs plugins ou d'utiliser différents outils web.,여러 플러그인이나 웹 도구를 설치할 필요가 없습니다.,Nie ma potrzeby instalowania wielu wtyczek ani korzystania z wielu narzędzi internetowych.,Non è più necessario installare diversi plugin o utilizzare molteplici strumenti web.,Je hoeft niet langer meerdere plug-ins of webtools te gebruiken.,Birden fazla eklenti veya web aracı kullanmanıza gerek kalmaz.,ไม่จำเป็นต้องติดตั้งปลั๊กอินหลายตัวหรือเปิดใช้งานเครื่องมือเว็บหลายเว็บไซต์อีกต่อไป,Tidak perlu lagi memasang banyak plugin atau membuka banyak alat web.,Không cần cài đặt nhiều plugin hoặc sử dụng nhiều công cụ web khác nhau.,Du behöver inte längre installera flera plugins eller använda olika webbverktyg.,Není již nutné instalovat více pluginů nebo používat různé webové nástroje.
